0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
72.42234565,89.98974578,97.13415937,102.3593249,106.5641957,110.2749413,113.6774883,117.2260201,120.783166,124.5112156,128.6443068,133.5654775,140.8331553,165.595472,70.81350139,90.14975433,98.16129032,104.3230079,109.1999573,113.1572314,116.5243486,119.6530656,122.6838282,125.9149754,129.3687246,133.4802393,139.840846,161.9931653,70.69493698,88.37491989,95.65413373,100.8476821,104.7451399,107.94232,110.7793678,113.4866482,116.3020722,119.3324076,122.6613971,126.792993,133.1427046,156.2360103,agricultural
84.9530015,96.16235847,102.0954924,106.6494339,110.4586627,113.8867763,117.1847501,120.5349284,124.0963469,127.7340312,131.9228797,136.6951506,143.3180944,161.1392567,82.64558855,95.85174108,102.8953215,108.2025208,112.4565264,115.8246101,118.9754378,121.8239692,124.6744285,127.7015595,131.098056,135.1683401,141.268746,158.4944468,81.92287973,94.15979492,100.5528733,105.089938,108.5838496,111.4922025,114.1749252,116.8899808,119.6609699,122.6616108,126.0696432,130.1606494,136.3084811,154.1964972,agricultural
81.78914762,92.45075838,99.1589404,104.4026917,108.7077548,112.5050203,116.1732166,119.7338176,123.4962615,127.596881,132.0715659,137.5620594,146.4197821,170.6337035,78.9732963,90.08545183,97.14825892,103.1982482,108.124546,112.2668233,115.779795,119.1461226,122.3219398,125.6120487,129.326426,134.0482803,141.2317881,159.2868432,76.87160863,87.42255928,93.91134373,99.11685537,103.1523179,106.4272591,109.4171294,112.3394574,115.3193762,118.5169836,122.1442,126.7857295,133.7917112,151.856258,agricultural
88.06024354,96.19397565,99.81221961,102.5864132,105.0845973,107.6308481,110.4641179,113.813715,117.9045076,122.7130955,128.2574236,134.168981,141.4481948,157.4613413,83.0664388,92.8923307,99.16684469,104.5866268,108.7303995,112.0042726,114.960487,117.8412732,121.0085452,124.5577868,128.7957701,133.8053835,140.3860286,153.5871422,82.60927152,91.86883145,96.86114078,100.3776971,103.207007,105.877163,108.4269543,111.4343089,114.8158513,118.8117924,123.4242683,129.0267037,136.7224952,151.4589919,agricultural
57.25251015,71.32386242,86.45289468,102.2486648,115.5302286,125.6308481,133.2039727,139.3283486,144.6210211,149.6701559,154.88464,160.5770135,167.2247383,176.9592055,56.36744285,69.93270669,85.9602649,102.5624866,116.9124119,127.62743,135.8272106,142.1899167,147.4537492,152.226661,156.7506943,161.351207,166.6590472,175.731525,65.87118137,83.02990814,96.96304209,110.9754326,122.8000427,131.4708396,137.6896625,142.3531297,146.3294168,149.9598376,153.6178167,157.6013672,162.2446059,169.7768048,agricultural
57.52916044,70.0664388,81.23926511,90.68169195,97.76992096,103.8889126,109.8519863,116.0202948,122.3997009,129.2435377,136.4748985,144.6904508,154.7951292,173.6416062,58.74300363,71.87524033,83.95684683,94.75945311,102.3364666,108.3497116,113.9886801,119.7534715,125.8622089,132.1709037,138.9914548,146.6180303,156.1612903,174.4641179,58.2738731,71.5159154,83.13330485,92.98654134,100.2108524,106.4026917,112.1078599,118.0194403,124.0591754,130.31489,137.095706,144.802179,154.4565264,172.6952157,agricultural
52.83358257,63.625721,73.81350139,82.58790857,88.5332194,93.40397351,98.17834259,103.3527024,108.9356975,115.076693,121.8295236,129.6082034,139.5823542,158.2041862,53.86306345,65.7506943,77.10916471,87.57039094,94.52873318,99.83422346,104.5952584,109.3296304,114.364452,120.0508438,126.2042299,133.2518693,142.3330485,159.4211875,50.1531724,61.88335826,72.64729759,81.94402905,87.98974578,92.90984832,97.53011534,102.4742576,107.7412946,113.6223029,119.986755,127.2813501,136.7182226,154.7654848,agricultural
61.82952361,73.74193548,86.70732749,98.95043794,106.167272,110.8258919,115.0875694,119.9049348,125.3950011,132.0378124,140.2240974,149.3193762,158.4883572,171.5726185,61.8865627,73.81841487,87.55137791,102.2706687,113.9987182,120.0049135,124.0619393,127.848323,132.145909,137.291818,143.7034822,151.2512284,159.2945952,171.2921828,64.00170904,75.70647298,88.66930143,100.6831874,107.0390942,111.092288,114.8793251,118.9662465,123.8397778,129.732963,137.2458876,145.8498184,155.0222175,168.5484836,agricultural
46.02969451,59.32172613,71.43537706,84.60158086,97.22965178,105.5810724,111.0709099,115.8109378,120.4887844,125.3926511,130.8226875,137.4785302,146.8739586,166.7592909,45.85451827,59.05960265,71.73296304,86.08352916,100.9066439,112.88464,120.2981632,125.4133732,129.7846614,134.1068148,138.882931,144.6445204,152.7393719,170.4164887,46.59517197,58.71224097,70.38175604,83.54667806,96.72484512,105.8519547,111.3220846,115.7545396,120.101474,124.7598804,129.8517411,136.230079,145.2236702,164.899402,agricultural
41.84362316,53.57231361,65.71395001,80.02584918,93.37556078,103.9198889,112.2712516,119.9045076,127.0254219,133.8472549,140.5990173,148.3362529,158.5607776,179.4087997,40.1207007,52.25827815,65.00384533,80.32535783,95.26981414,107.5904721,116.590346,123.9401837,130.5195471,136.579577,142.8073061,149.9788507,159.6319163,179.5463477,40.31659902,51.93740654,64.14590899,78.67677847,92.62508011,103.1582995,110.6315677,117.1019013,122.8239692,128.4112369,134.5159154,141.8278146,151.9115574,173.0070483,agricultural
127.8758812,139.7504807,148.1760308,156.339671,164.4507584,171.1721854,178.814182,184.4409314,189.0643025,194.0521256,198.8357189,205.2347789,210.6616108,217.1065784,132.0333262,144.3860286,152.8993805,160.6178167,167.4998932,174.1420637,180.9854763,186.8098697,193.0719932,198.5650502,204.8611408,208.2394787,213.4629353,219.290047,88.04272591,98.12967315,106.017304,115.4618671,123.0049135,130.7955565,138.1142674,146.092288,152.2879727,158.3849605,162.7216407,169.4353771,174.9914548,181.8966254,agricultural
83.29288614,89.40739158,92.60649434,95.18649861,97.57487716,99.82995087,102.0403674,104.2471694,106.5800043,108.9540696,111.6308481,114.7511216,119.0281991,128.2208458,82.77333903,88.1192053,91.11899167,93.64922025,95.93078402,98.10061953,100.2541649,102.489639,104.7487716,107.0348216,109.5966674,112.6197394,116.6475112,125.3229389,81.6784875,86.6293527,89.37342448,91.72057253,93.83657338,95.83443709,97.84237505,99.87246315,101.9628285,104.1044649,106.4810938,109.3048494,112.9914548,121.002563,agricultural
140.7936338,150.6396069,157.1580859,164.349498,171.2136296,179.869686,185.0294746,189.5847041,194.4575945,199.3740654,206.0602435,211.7109592,216.6750694,225.2110209,139.8946806,150.9288614,157.4919889,164.4697714,170.5462508,179.1535997,185.8154635,191.0561846,195.7665029,201.1196326,205.8182012,209.2279427,214.4202094,222.3468603,96.49497971,106.3392438,114.6310617,120.5612049,129.6616108,138.7780389,147.0042717,152.2963042,158.0314035,161.5056612,168.0775475,173.0087588,179.2149113,188.5706963,agricultural
61.20657979,72.35761589,83.10425123,94.46977142,103.121128,108.7327494,112.7958138,116.3580432,119.696646,123.3097629,127.1749626,131.6466567,137.0737022,147.2368646,66.88271737,79.12326426,90.80046999,103.2651143,112.9688101,118.9527879,122.9030329,126.262978,129.4007691,132.6404614,136.1580859,140.0429395,144.7887204,153.6668091,61.27109592,72.25934629,83.11493271,94.54731895,103.5419782,109.0984832,112.7229816,115.746849,118.6246529,121.5336467,124.719718,128.4983978,133.335612,143.1715079,agricultural
51.01538133,62.3309122,72.96624653,84.92287973,97.61589404,107.5159154,113.9792824,118.919248,123.1756035,127.4622944,132.0096133,137.4229865,144.7534715,161.6789833,50.08822901,61.46635334,72.66673788,85.8243965,100.1837214,112.8859218,122.0288338,128.0119633,132.6596881,136.8034608,141.1685537,146.2775048,152.9107028,168.1636053,51.21939756,61.497116,71.82012391,83.81521043,96.48429823,106.5152745,113.0162324,117.852382,122.0711386,126.2085025,130.6861782,135.9154027,143.0290536,159.6903033,agricultural
57.51463363,72.57829524,89.0715659,105.6526383,115.9891049,123.3791925,130.1606151,136.9380474,143.9641102,151.2764367,158.8959624,166.7195044,175.6086306,190.5373772,59.39970092,74.88720359,92.0339671,110.5195471,122.9589831,130.7365947,137.250534,143.7355266,150.2937407,157.1741081,164.3392438,171.7917112,180.2522965,194.8440837,64.4422132,79.88549455,96.58320872,112.5473189,121.589404,128.5582141,135.0807347,141.6889554,148.5763726,155.8752403,163.4392224,171.3447981,180.34138,195.6524989,agricultural
82.77013459,95.80816065,102.5105747,109.3480026,115.2215339,121.6650288,126.697138,130.9356975,136.0886563,140.8055971,146.7524033,151.2443922,156.2157659,162.7990175,104.8750267,116.8299509,125.0773339,132.0343944,137.7261269,143.6327708,149.7377189,154.5033113,159.6742149,164.1407819,167.3364666,172.2488784,177.3232215,185.0760359,83.85003204,95.14313181,102.5522324,110.7301859,117.8872036,121.8382824,128.3998291,133.122837,138.8263192,145.6438795,150.4462722,156.0574664,160.7462081,167.9666809,agricultural
98.60179449,109.0895108,114.1924802,119.6910916,123.6317026,127.0160222,130.1512174,133.9624012,138.5154881,142.869686,148.5923948,153.0773339,158.6836146,167.1403246,122.631489,133.4868618,138.8575091,143.4650716,148.0878018,152.2172613,155.6610423,160.0046999,164.0130314,166.9476608,170.9668874,176.2982269,182.2181158,191.2970953,96.92458876,107.2567827,113.8942534,118.2384106,120.7017731,124.7192907,129.4510893,133.0175176,137.8884854,144.0850246,149.0713523,154.2320017,160.0843837,169.6608287,agricultural
70.55265969,82.58662679,93.07626576,102.1875668,108.0277718,112.4003418,116.1646732,119.882931,123.7173681,127.9228797,132.7190771,138.395642,145.3445845,156.856258,67.78124332,80.07284768,91.67442854,104.2146977,114.7665029,120.9147618,125.3240068,129.3270669,133.1525315,137.2362743,141.7573168,146.9692373,153.3642384,164.2757369,72.55030976,84.32322153,94.78893399,104.0984832,110.0863063,114.4785302,118.3391713,121.9773553,125.6932279,129.7160863,134.2170476,139.6622517,146.322367,157.6567706,agricultural
106.8536637,123.3909421,131.0991241,137.8940397,143.355266,149.8619953,153.9171294,159.1734672,163.3695791,168.1185644,175.3591113,181.2834864,185.3093356,192.7041862,123.182226,137.618244,146.7707755,154.0809656,160.3200171,164.904294,168.0730457,172.7182226,177.2625507,182.3486435,186.8041017,192.1442,197.0974151,205.9083725,91.88592181,103.9057894,113.5740226,119.4524674,126.1909848,131.7594531,137.1070056,142.7744072,147.5067293,150.7735527,156.5165563,159.9171117,164.5825678,173.5269116,agricultural
65.59944456,78.00320444,87.67976928,95.18842128,100.2674642,104.4242683,108.2541649,112.2369152,116.8164922,122.1668447,128.7782525,137.1078829,147.2258065,163.5811619,69.22858364,81.86007263,92.65477462,103.2960906,111.0643025,116.1659902,120.2088851,124.1527451,128.4648579,133.3480026,139.1337321,146.4612262,155.8301645,171.2199915,66.55800043,79.0664388,88.95577868,96.52253792,101.4945524,105.4381542,108.899402,112.474044,116.5063021,121.1813715,126.9393292,134.2223884,143.498825,159.2475438,agricultural
41.19312113,52.17047639,66.26789148,79.78145695,90.8107242,100.2465285,108.9064502,116.8748131,124.5048067,132.3588977,140.537492,149.3856014,159.9113437,179.1826143,39.46229438,51.83806879,68.2796411,84.06622517,96.55394147,106.6263619,114.9002563,122.0301218,128.2046571,133.7451399,139.549028,145.7859432,153.2642598,167.0079026,41.28455458,51.77910703,64.47083956,76.29544969,85.3215125,92.63170263,98.66873131,103.9534288,108.6656697,113.0848109,117.6639607,122.5560778,128.6526383,140.372704,agricultural
10.42405469,36.83828242,64.28006836,82.97799615,95.82952361,105.835078,114.9181974,124.1469771,134.3734245,145.2260201,154.8705405,163.0839564,171.2751549,183.1155489,12.64879299,41.96432386,73.16556291,94.67207862,108.4599445,118.4202094,126.2580094,132.8692587,138.615894,143.8318735,149.074984,154.5802179,161.2582781,173.6262281,20.45545824,45.86541337,70.02200385,85.84704123,95.78850673,103.0034181,108.875267,114.1021149,119.0224311,124.0390942,129.1538133,134.6631062,141.4994659,153.7093123,agricultural
20.44135868,43.9487289,65.88955351,82.79427473,95.27002777,105.042085,113.2428449,120.541551,127.638966,134.9040803,142.9356975,152.3052767,163.7870113,180.0818026,22.44050417,47.47062593,71.15210425,88.46186712,100.706473,110.3003632,118.4572832,125.7991882,132.8117924,139.5569323,146.2228156,153.2268746,161.1901303,174.1550619,31.55800043,52.62508011,70.9226661,83.9906003,92.98290963,100.2123478,106.4092268,112.0512711,117.5139927,122.9303568,128.4535356,134.4409314,141.7233497,154.734088,agricultural
